epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
137,16446.2,1.59502,1.62594,0.01002,0.57908,0.3795,0.39071,0.24611,1.62749,1.33946,0.00472,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,16565.3,1.58676,1.61703,0.01004,0.57905,0.37961,0.39122,0.24663,1.62664,1.33824,0.00472,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,16685.1,1.59683,1.61351,0.00976,0.56139,0.38765,0.39158,0.24684,1.62638,1.33693,0.00471,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,16804.3,1.5856,1.62961,0.0101,0.56955,0.38498,0.39227,0.24748,1.6263,1.335,0.00471,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,16923.9,1.5674,1.61253,0.00986,0.58112,0.38239,0.39356,0.24833,1.62538,1.33313,0.00471,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,17043.6,1.57914,1.6043,0.00983,0.57117,0.38623,0.39403,0.24881,1.62417,1.33091,0.00471,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,17163.2,1.60201,1.59651,0.00967,0.56204,0.38756,0.39445,0.24905,1.62401,1.32949,0.00471,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,17282.7,1.58765,1.58668,0.00987,0.56998,0.38706,0.39529,0.24966,1.62323,1.32705,0.0047,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,17402.3,1.5755,1.59133,0.00982,0.57287,0.38819,0.39605,0.25007,1.62193,1.32497,0.0047,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,17521.8,1.57304,1.58931,0.00985,0.57228,0.38885,0.39656,0.25028,1.6212,1.32278,0.0047,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,17641.2,1.562,1.58235,0.00987,0.57249,0.38914,0.39688,0.25032,1.6205,1.32133,0.00469,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,17760.8,1.56938,1.56128,0.00983,0.55102,0.38874,0.39742,0.25099,1.61993,1.3197,0.00469,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,17880.3,1.58721,1.57274,0.0098,0.57083,0.38985,0.39824,0.25176,1.61995,1.31714,0.00469,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,17999.6,1.56617,1.56212,0.00983,0.56532,0.39145,0.39923,0.2523,1.61907,1.31547,0.00469,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,18119.2,1.5782,1.57908,0.00974,0.56852,0.39149,0.3998,0.25244,1.61783,1.31431,0.00468,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,18238.8,1.55814,1.55551,0.0097,0.57327,0.38991,0.40047,0.25317,1.61645,1.31206,0.00468,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,18358.5,1.56254,1.56269,0.00973,0.54016,0.39031,0.40061,0.25311,1.61596,1.30956,0.00468,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,18478.2,1.56466,1.54422,0.0097,0.54786,0.38917,0.40111,0.25348,1.61525,1.30757,0.00468,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,18597.8,1.56768,1.5613,0.0098,0.55877,0.38555,0.40126,0.25347,1.61429,1.3064,0.00467,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,18717.2,1.55548,1.53887,0.01003,0.59801,0.38341,0.40196,0.25388,1.61285,1.30454,0.00466,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,18836.9,1.56139,1.55648,0.00966,0.53898,0.38976,0.40281,0.25462,1.61212,1.30401,0.00466,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,18956.5,1.57567,1.57863,0.00969,0.5492,0.39129,0.4037,0.25545,1.61132,1.30137,0.00466,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,19076.1,1.55666,1.54285,0.0098,0.52872,0.39921,0.40455,0.2562,1.6105,1.29895,0.00465,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,19195.8,1.56504,1.54094,0.00974,0.52326,0.40034,0.40494,0.25624,1.61027,1.29672,0.00465,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,19315.7,1.5595,1.52442,0.00943,0.53225,0.39879,0.40567,0.25672,1.60941,1.2946,0.00465,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,19435.3,1.55949,1.54633,0.00967,0.518,0.40247,0.40599,0.25742,1.60835,1.29232,0.00464,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,19554.6,1.54959,1.54729,0.00984,0.53661,0.39788,0.40667,0.25779,1.60788,1.28978,0.00464,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,19674.2,1.56804,1.5304,0.00943,0.54819,0.39099,0.40724,0.25837,1.60633,1.28856,0.00463,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,19794.1,1.53523,1.51979,0.00957,0.54795,0.39095,0.40754,0.25889,1.6061,1.28623,0.00463,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,19913.8,1.55784,1.51316,0.00958,0.55385,0.38786,0.40801,0.25911,1.60527,1.28495,0.00462,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,20033.3,1.55195,1.54099,0.0095,0.55946,0.38808,0.40893,0.25952,1.60461,1.28351,0.00462,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,20153.1,1.55967,1.5134,0.00956,0.52253,0.40558,0.40999,0.26033,1.60423,1.28098,0.00462,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,20272.8,1.55821,1.52896,0.00951,0.57129,0.38952,0.41001,0.26042,1.60337,1.27862,0.00461,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,20392.3,1.55382,1.52322,0.0093,0.53009,0.40136,0.41065,0.26118,1.60265,1.27637,0.00461,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,20511.6,1.56211,1.54174,0.00973,0.53153,0.40165,0.41112,0.26147,1.60151,1.27412,0.0046,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,20631.2,1.53922,1.48443,0.00953,0.52441,0.40379,0.41241,0.26252,1.60043,1.27211,0.0046,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,20750.9,1.55345,1.49155,0.00945,0.52237,0.40765,0.413,0.2631,1.59975,1.26908,0.0046,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,20870.3,1.54339,1.49092,0.0095,0.52893,0.40851,0.41366,0.26377,1.59849,1.26777,0.00459,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,20989.6,1.53962,1.50194,0.0094,0.53102,0.40723,0.4145,0.26416,1.59677,1.26739,0.00459,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,21108.9,1.53435,1.49929,0.00954,0.53437,0.40716,0.41515,0.26495,1.59591,1.26557,0.00458,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,21228.5,1.53385,1.48809,0.00964,0.53115,0.40906,0.41608,0.26541,1.59486,1.2649,0.00458,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,21348.2,1.54989,1.50683,0.00947,0.53907,0.40595,0.41655,0.26572,1.59442,1.26425,0.00457,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,21467.5,1.53193,1.48967,0.00941,0.53617,0.4058,0.41718,0.26647,1.59319,1.2629,0.00457,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,21587.4,1.51594,1.48678,0.0094,0.54273,0.40403,0.41756,0.26669,1.59309,1.25959,0.00457,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,21707.2,1.53912,1.48659,0.00935,0.53804,0.40617,0.41812,0.26681,1.59199,1.25829,0.00456,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,21826.8,1.54156,1.47378,0.00917,0.52571,0.41593,0.41876,0.26728,1.59123,1.25614,0.00456,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,21946.5,1.53662,1.4559,0.00914,0.52537,0.41612,0.41987,0.26815,1.59067,1.25373,0.00456,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,22065.7,1.52986,1.47426,0.0094,0.52766,0.41702,0.4203,0.26868,1.59004,1.25073,0.00456,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,22185.2,1.54061,1.47546,0.00923,0.5266,0.41843,0.421,0.26922,1.58937,1.24879,0.00455,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,22304.6,1.53793,1.47587,0.00958,0.52438,0.42157,0.42178,0.26978,1.58928,1.24683,0.00455,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,22424.2,1.53418,1.47128,0.00932,0.52858,0.42189,0.4224,0.27019,1.58838,1.24529,0.00455,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,22543.7,1.52924,1.4761,0.00923,0.53242,0.42,0.42333,0.27088,1.58777,1.24349,0.00454,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,22663.6,1.53878,1.44663,0.00913,0.53932,0.41868,0.42431,0.27128,1.58749,1.24124,0.00454,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,22783,1.5181,1.46044,0.00923,0.54071,0.41957,0.42551,0.27255,1.58657,1.23925,0.00453,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,22902.5,1.54069,1.44573,0.00914,0.55012,0.41837,0.42653,0.27333,1.58631,1.23641,0.00454,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,23021.8,1.52028,1.4811,0.0096,0.54747,0.41979,0.42717,0.27335,1.58495,1.23522,0.00454,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,23141.5,1.51926,1.469,0.00955,0.54759,0.42047,0.42761,0.27355,1.58487,1.23336,0.00453,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,23260.9,1.52302,1.48574,0.00943,0.5524,0.41987,0.42812,0.27374,1.58477,1.23217,0.00453,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,23380.1,1.50378,1.46031,0.00936,0.55013,0.41985,0.42884,0.27433,1.58434,1.2309,0.00453,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,23499.3,1.5254,1.46856,0.00925,0.54406,0.42183,0.42949,0.27463,1.58347,1.22932,0.00452,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,23618.8,1.51037,1.42979,0.00911,0.54619,0.42115,0.43039,0.27519,1.58289,1.22775,0.00452,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,23738.2,1.5113,1.43034,0.00912,0.55277,0.4187,0.43121,0.27552,1.58257,1.22613,0.00452,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,23857.7,1.51453,1.41948,0.00916,0.5483,0.42397,0.4313,0.27567,1.58249,1.22448,0.00451,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,23977.2,1.50339,1.42357,0.00924,0.55449,0.42347,0.43214,0.2765,1.58177,1.22254,0.00451,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,24097,1.52169,1.44084,0.0092,0.55624,0.42537,0.43243,0.27664,1.58219,1.22107,0.00451,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,24216.5,1.50218,1.39622,0.0089,0.55203,0.42833,0.43287,0.27693,1.5807,1.21988,0.0045,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,24336.1,1.51917,1.42979,0.00912,0.55298,0.42871,0.43321,0.27716,1.57989,1.21908,0.0045,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,24455.7,1.50192,1.41911,0.00907,0.55399,0.43017,0.43361,0.27762,1.57961,1.21675,0.0045,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,24575.5,1.48686,1.42614,0.00936,0.5546,0.42991,0.43417,0.2782,1.57882,1.21524,0.00449,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,24694.9,1.49898,1.42021,0.00889,0.5505,0.43048,0.43493,0.27845,1.57839,1.21418,0.00449,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,24814.6,1.50381,1.40108,0.00908,0.55581,0.42914,0.43535,0.27881,1.57741,1.21325,0.00448,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,24933.7,1.4979,1.41985,0.00922,0.55751,0.42964,0.4357,0.27923,1.57713,1.21212,0.00448,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,25053.3,1.49237,1.40291,0.00918,0.55572,0.43106,0.43634,0.27953,1.57637,1.21027,0.00448,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,25172.8,1.51085,1.42466,0.00896,0.55474,0.42948,0.43708,0.27999,1.57552,1.20867,0.00447,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,25292.4,1.50157,1.39426,0.00892,0.55622,0.42855,0.43776,0.28072,1.57414,1.20835,0.00446,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,25412,1.51627,1.40469,0.00913,0.56092,0.42716,0.43848,0.28109,1.57321,1.20669,0.00446,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,25531.4,1.49875,1.39853,0.00902,0.56251,0.42687,0.43936,0.28168,1.57239,1.20574,0.00446,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,25651,1.47775,1.39063,0.00886,0.56155,0.42778,0.44031,0.28248,1.57228,1.20369,0.00445,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,25770.6,1.4918,1.37788,0.00894,0.56103,0.42923,0.44058,0.28257,1.57164,1.2023,0.00445,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,25890.2,1.48822,1.38218,0.00902,0.55996,0.42989,0.442,0.28343,1.57083,1.20121,0.00445,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,26009.9,1.47644,1.3678,0.00893,0.55927,0.43082,0.44211,0.28373,1.57025,1.19956,0.00445,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,26129.4,1.49347,1.39211,0.00908,0.56024,0.43408,0.44287,0.28405,1.5694,1.19823,0.00444,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,26248.9,1.47639,1.36184,0.00907,0.56005,0.43389,0.44383,0.2847,1.56897,1.19684,0.00444,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,26368.4,1.48567,1.36607,0.00874,0.559,0.43459,0.44374,0.28479,1.56817,1.19538,0.00444,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,26488.2,1.4931,1.35512,0.00871,0.56407,0.43393,0.44423,0.28524,1.56681,1.19538,0.00443,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,26607.4,1.46316,1.35442,0.0089,0.56517,0.4353,0.4451,0.28588,1.56617,1.1948,0.00442,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,26726.8,1.47558,1.36361,0.00911,0.5657,0.43617,0.44624,0.28668,1.56595,1.19339,0.00442,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,26846,1.45753,1.35569,0.00889,0.56489,0.43714,0.44707,0.28713,1.56507,1.19198,0.00442,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,26965.5,1.47911,1.36614,0.00892,0.56686,0.43756,0.44779,0.28759,1.56456,1.19076,0.00442,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,27084.7,1.46275,1.36627,0.00884,0.56647,0.43829,0.44855,0.28811,1.563,1.19008,0.00441,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,27203.9,1.4561,1.33146,0.00878,0.56852,0.43744,0.44943,0.28864,1.56289,1.1878,0.00441,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,27323.1,1.46387,1.346,0.0088,0.56994,0.43866,0.44993,0.28908,1.5621,1.18641,0.00441,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,27442.4,1.46121,1.35188,0.00875,0.57295,0.43975,0.45141,0.28999,1.56165,1.18522,0.0044,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,27562.2,1.47733,1.35955,0.00883,0.57599,0.43938,0.45285,0.29134,1.56062,1.18494,0.0044,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,27681.9,1.46646,1.34342,0.00877,0.57795,0.43849,0.45392,0.29197,1.55989,1.18426,0.0044,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,27801.6,1.47562,1.34245,0.00879,0.58126,0.43885,0.45524,0.29245,1.55961,1.18336,0.00439,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,27921.1,1.44981,1.34168,0.00905,0.57732,0.443,0.45582,0.29284,1.55899,1.18205,0.00439,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,28040.7,1.46613,1.32156,0.00846,0.57797,0.44273,0.4561,0.29297,1.55911,1.18064,0.00439,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,28160,1.45183,1.32873,0.00882,0.58093,0.44269,0.45664,0.29356,1.55834,1.17909,0.00439,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,28279.7,1.46608,1.33545,0.00855,0.58186,0.44351,0.45697,0.29381,1.55733,1.1784,0.00438,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,28399,1.45825,1.3302,0.00879,0.58532,0.44335,0.45765,0.29435,1.55699,1.1777,0.00438,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,28518.7,1.45879,1.30723,0.00875,0.58178,0.44492,0.45849,0.29478,1.55637,1.17679,0.00438,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,28638.2,1.46288,1.32967,0.0087,0.58151,0.44564,0.45974,0.29563,1.55505,1.17592,0.00437,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,28757.8,1.4432,1.3018,0.00857,0.58094,0.44621,0.46029,0.29605,1.55437,1.17546,0.00437,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,28877.5,1.44587,1.31888,0.00876,0.58019,0.44637,0.46072,0.2967,1.55343,1.1754,0.00437,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,28997.1,1.44837,1.30441,0.00881,0.58372,0.44866,0.46188,0.29714,1.55317,1.17413,0.00437,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,29116.3,1.44542,1.29966,0.00862,0.58346,0.44962,0.46258,0.29746,1.55307,1.17284,0.00436,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,29235.6,1.43395,1.31318,0.00854,0.58466,0.45039,0.46305,0.29812,1.55269,1.1716,0.00436,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,29354.9,1.44357,1.33147,0.00876,0.5829,0.45136,0.46382,0.29851,1.55216,1.17057,0.00436,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,29474.3,1.4514,1.29605,0.00863,0.58455,0.44898,0.4641,0.29896,1.55141,1.16955,0.00436,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,29593.7,1.44225,1.29765,0.00856,0.58504,0.44901,0.46493,0.29951,1.55028,1.16837,0.00435,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,29713.2,1.44008,1.31342,0.0084,0.57981,0.45069,0.46567,0.30017,1.55029,1.16769,0.00436,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,29832.9,1.44836,1.29514,0.00848,0.58317,0.45124,0.46718,0.30068,1.54993,1.16632,0.00435,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,29952.3,1.42986,1.28875,0.00859,0.58849,0.44909,0.46782,0.30093,1.5491,1.16575,0.00435,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,30071.7,1.45824,1.32307,0.00857,0.58834,0.45017,0.4685,0.30124,1.54855,1.16538,0.00434,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,30191,1.43603,1.27753,0.00849,0.58429,0.4508,0.46868,0.30147,1.54852,1.16382,0.00434,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,30310.3,1.41279,1.29089,0.00869,0.58662,0.45251,0.46897,0.30151,1.54841,1.1629,0.00434,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,30429.5,1.41719,1.29292,0.00862,0.58371,0.45347,0.46906,0.30127,1.54815,1.16267,0.00434,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,30548.8,1.42377,1.29755,0.00856,0.58502,0.45309,0.46963,0.30188,1.5469,1.16227,0.00433,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,30668.2,1.44253,1.29021,0.00847,0.58552,0.45288,0.4702,0.30234,1.54584,1.16163,0.00433,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,30787.9,1.4219,1.27155,0.00852,0.58586,0.45211,0.47055,0.30271,1.54563,1.16052,0.00433,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,30907.1,1.41331,1.25695,0.00846,0.58721,0.45231,0.47134,0.30319,1.54532,1.15989,0.00433,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,31026.6,1.43065,1.25621,0.0083,0.59021,0.45231,0.47198,0.30345,1.54463,1.1589,0.00432,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,31146,1.42991,1.25743,0.00832,0.59404,0.45251,0.47274,0.30394,1.54417,1.15775,0.00432,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,31266,1.41863,1.25249,0.00845,0.59329,0.4564,0.47316,0.30425,1.54397,1.1575,0.00432,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,31385.4,1.40786,1.23618,0.00838,0.5947,0.45552,0.47401,0.30448,1.54447,1.15573,0.00432,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,31504.8,1.42501,1.27168,0.00844,0.5972,0.45556,0.47446,0.30468,1.54426,1.15525,0.00432,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,31624.1,1.42187,1.2487,0.00829,0.60035,0.45481,0.47495,0.3053,1.54413,1.15371,0.00432,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,31743.8,1.40724,1.24091,0.00819,0.60208,0.45865,0.47601,0.30591,1.54354,1.15274,0.00432,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,31863.1,1.41029,1.25292,0.00848,0.60687,0.45581,0.47671,0.30669,1.54279,1.15162,0.00432,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,31982.4,1.40707,1.25568,0.00842,0.60694,0.4561,0.47737,0.30696,1.54323,1.15115,0.00431,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,32101.8,1.40417,1.24018,0.00833,0.60475,0.45917,0.47783,0.30742,1.54231,1.15023,0.00431,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,32221.2,1.39579,1.252,0.0085,0.60619,0.45927,0.47835,0.3077,1.54183,1.14923,0.00431,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,32340.7,1.40462,1.22367,0.00829,0.60097,0.46329,0.47932,0.30828,1.54124,1.14894,0.00431,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,32460.4,1.40059,1.22272,0.0082,0.60733,0.46069,0.47985,0.30878,1.54092,1.1477,0.0043,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,32579.7,1.40485,1.24206,0.00832,0.60993,0.46015,0.4807,0.30942,1.5409,1.14678,0.0043,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,32699.1,1.40756,1.23987,0.00828,0.61162,0.45914,0.4815,0.31009,1.54035,1.14498,0.0043,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,32818.6,1.39664,1.22597,0.00831,0.61453,0.45703,0.48229,0.31056,1.5397,1.14514,0.0043,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,32938,1.40227,1.22299,0.0081,0.61763,0.45831,0.48334,0.31105,1.54003,1.14393,0.0043,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,33057.2,1.41312,1.23573,0.00821,0.61182,0.46166,0.48318,0.31119,1.5395,1.14334,0.0043,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,33176.5,1.40074,1.22325,0.00809,0.61259,0.46177,0.48421,0.31157,1.53885,1.14309,0.00429,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,33295.6,1.39168,1.22558,0.00805,0.62334,0.45979,0.48493,0.3123,1.53898,1.14177,0.00429,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,33414.9,1.39431,1.21565,0.00823,0.62366,0.46048,0.48633,0.31308,1.53937,1.14091,0.00429,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
